City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Thunder Bay,CA,2022-07-07 01:30:14,48.4001,-89.3168,66.11,48,20,6.91
296,Foster,US,2022-07-07 01:33:10,41.8537,-71.7581,72.12,73,96,4.5
297,Ferry Pass,US,2022-07-07 01:33:10,30.5102,-87.2125,84.69,83,1,5.88
298,Najran,SA,2022-07-07 01:33:11,17.4924,44.1277,83.05,24,98,7.27
299,Lagos,NG,2022-07-07 01:32:21,6.5833,3.75,77.32,93,99,3.8
300,Comodoro Rivadavia,AR,2022-07-07 01:32:46,-45.8667,-67.5,37.26,81,75,16.11
301,Yulin,CN,2022-07-07 01:33:11,22.6333,110.15,77.11,95,100,5.12
302,Takoradi,GH,2022-07-07 01:33:11,4.8845,-1.7554,75.63,89,93,6.67
303,Katsuura,JP,2022-07-07 01:33:11,35.1333,140.3,76.55,82,93,13.82
304,Marsala,IT,2022-07-07 01:33:12,37.7966,12.4352,75.88,68,0,5.75
305,Kununurra,AU,2022-07-07 01:32:49,-15.7667,128.7333,69.78,30,5,18.41
306,Rocha,UY,2022-07-07 01:31:52,-34.4833,-54.3333,62.04,93,100,16.02
307,Pindushi,RU,2022-07-07 01:33:12,62.9152,34.58,57.0,79,100,4.41
308,Leningradskiy,RU,2022-07-07 01:33:13,69.3833,178.4167,34.88,91,100,12.88
309,San Juan,AR,2022-07-07 01:33:13,-31.5375,-68.5364,57.92,18,18,22.97
310,Laguna,US,2022-07-07 01:33:13,38.421,-121.4238,84.4,51,0,13.8
311,Komsomolskiy,UZ,2022-07-07 01:33:13,40.4272,71.7189,81.32,19,0,13.8
312,Hirara,JP,2022-07-07 01:30:43,24.8,125.2833,87.66,79,40,14.97
313,Hithadhoo,MV,2022-07-07 01:33:14,-0.6,73.0833,82.06,76,64,10.13
314,Pringsewu,ID,2022-07-07 01:33:14,-5.3582,104.9744,81.36,79,10,1.72
315,Alyangula,AU,2022-07-07 01:33:14,-13.8483,136.4192,73.92,57,28,12.84
316,Airai,TL,2022-07-07 01:29:26,-8.9266,125.4092,61.77,64,100,2.59
317,Puerto Asis,CO,2022-07-07 01:33:14,0.5133,-76.5007,69.98,93,31,0.89
318,Marawi,PH,2022-07-07 01:33:15,7.9986,124.2928,81.07,64,63,5.88
319,Nandu,CN,2022-07-07 01:33:15,22.8525,110.8233,76.86,97,100,3.04
320,Maloy,NO,2022-07-07 01:33:15,61.9353,5.1136,49.73,83,96,16.55
321,Ancud,CL,2022-07-07 01:29:26,-41.8697,-73.8203,41.23,78,100,14.05
322,Puerto Escondido,MX,2022-07-07 01:33:16,15.85,-97.0667,80.55,79,81,1.45
323,Arrifes,PT,2022-07-07 01:33:16,37.7667,-25.7,66.24,72,68,7.72
324,Fukue,JP,2022-07-07 01:34:16,32.6881,128.8419,80.96,94,75,8.05
325,Longyearbyen,SJ,2022-07-07 01:24:52,78.2186,15.6401,40.84,60,20,13.8
326,Kloulklubed,PW,2022-07-07 01:34:17,7.0419,134.2556,75.7,70,98,7.36
327,Okahandja,NA,2022-07-07 01:34:17,-21.9833,16.9167,54.41,37,0,7.25
328,Tabou,CI,2022-07-07 01:34:17,4.423,-7.3528,75.94,84,92,8.05
329,Pinhao,BR,2022-07-07 01:34:18,-25.6956,-51.6597,54.01,81,100,5.26
330,Guiratinga,BR,2022-07-07 01:34:18,-16.3494,-53.7583,65.34,43,3,4.7
331,Aksu,CN,2022-07-07 01:31:48,41.1231,80.2644,87.01,21,5,12.37
332,Huarmey,PE,2022-07-07 01:34:18,-10.0681,-78.1522,62.19,84,72,6.93
333,Tianpeng,CN,2022-07-07 01:34:19,30.9866,103.9393,88.27,53,0,3.38
334,Skjervoy,NO,2022-07-07 01:34:19,70.0311,20.9714,48.2,82,84,1.77
335,Bathsheba,BB,2022-07-07 01:30:39,13.2167,-59.5167,81.21,89,40,18.41
336,Saint-Francois,FR,2022-07-07 01:34:19,46.4154,3.9054,51.24,93,0,1.14
337,San Lawrenz,MT,2022-07-07 01:34:20,36.0553,14.204,80.01,86,3,3.0
338,Puerto Baquerizo Moreno,EC,2022-07-07 01:34:20,-0.9,-89.6,70.86,81,68,12.77
339,Necochea,AR,2022-07-07 01:30:06,-38.5473,-58.7368,51.49,71,100,12.15
340,Codajas,BR,2022-07-07 01:34:20,-3.8367,-62.0569,74.71,84,12,2.17
341,Carutapera,BR,2022-07-07 01:34:20,-1.195,-46.02,73.31,93,15,4.94
342,Havoysund,NO,2022-07-07 01:34:21,70.9963,24.6622,50.23,93,100,5.35
343,Sharkan,RU,2022-07-07 01:34:21,57.2989,53.8712,59.95,87,84,6.93
344,Sola,VU,2022-07-07 01:34:21,-13.8833,167.55,80.87,76,100,17.34
345,Eyl,SO,2022-07-07 01:32:57,7.9803,49.8164,77.77,65,9,33.31
346,Puerto Leguizamo,CO,2022-07-07 01:34:22,-0.1934,-74.7819,70.36,98,96,1.12
347,Yekepa,LR,2022-07-07 01:34:22,7.5753,-8.5419,67.51,100,66,2.62
348,Kavaratti,IN,2022-07-07 01:34:22,10.5669,72.642,81.28,83,100,18.92
349,Chuncheng,CN,2022-07-07 01:34:22,22.1731,111.7886,81.68,87,100,0.13
350,Hasaki,JP,2022-07-07 01:34:23,35.7333,140.8333,77.29,84,13,18.59
351,Samarai,PG,2022-07-07 01:29:26,-10.6167,150.6667,82.8,76,25,10.13
352,Krasnogorsk,RU,2022-07-07 01:34:23,55.8225,37.3181,69.96,83,0,6.71
353,Reyes,BO,2022-07-07 01:34:23,-14.3167,-67.3833,74.41,65,21,0.38
354,Stevens Point,US,2022-07-07 01:30:46,44.5236,-89.5746,73.45,73,40,3.44
355,Nome,US,2022-07-07 01:33:18,64.5011,-165.4064,64.17,59,100,5.75
356,Baturaja,ID,2022-07-07 01:34:24,-4.1333,104.1667,80.74,79,27,3.22
357,Enumclaw,US,2022-07-07 01:30:23,47.2043,-121.9915,72.12,76,100,4.0
358,Cidreira,BR,2022-07-07 01:34:24,-30.1811,-50.2056,64.02,88,100,3.65
359,Nalut,LY,2022-07-07 01:34:24,30.3333,10.85,83.37,17,0,8.32
360,Chokurdakh,RU,2022-07-07 01:24:56,70.6333,147.9167,61.86,35,89,13.62
361,Ajdabiya,LY,2022-07-07 01:34:25,30.7554,20.2263,77.67,72,0,7.49
362,Lindi,TZ,2022-07-07 01:34:25,-10.0,39.7167,66.09,94,56,4.97
363,Oskarshamn,SE,2022-07-07 01:34:25,57.2645,16.4484,50.52,77,96,6.82
364,Boa Vista,BR,2022-07-07 01:34:25,2.8197,-60.6733,76.98,83,75,11.5
365,Puerto Colombia,CO,2022-07-07 01:34:26,10.9878,-74.9547,80.69,83,26,13.98
366,Innisfail,AU,2022-07-07 01:30:14,-17.5333,146.0333,68.74,63,0,6.6
367,Wuan,CN,2022-07-07 01:34:26,31.6836,112.0044,87.21,66,5,1.99
368,Trairi,BR,2022-07-07 01:31:08,-3.2778,-39.2689,78.24,78,63,12.03
369,Jalu,LY,2022-07-07 01:34:26,29.0331,21.5482,80.17,37,0,7.83
370,Tahta,EG,2022-07-07 01:35:27,26.7693,31.5021,83.32,19,0,5.21
371,Salta,AR,2022-07-07 01:35:27,-24.7859,-65.4117,48.79,76,0,5.75
372,Sao Miguel Do Araguaia,BR,2022-07-07 01:35:27,-13.275,-50.1628,71.13,39,0,4.54
373,Zhangjiakou,CN,2022-07-07 01:35:27,40.81,114.8794,82.76,24,0,2.15
374,Sosnovo-Ozerskoye,RU,2022-07-07 01:35:28,52.5249,111.5418,67.91,41,0,11.59
375,Rietavas,LT,2022-07-07 01:35:28,55.7194,21.9311,48.72,96,3,5.26
376,Sholokhovskiy,RU,2022-07-07 01:35:28,48.2807,41.0459,62.47,48,1,6.13
377,Maniitsoq,GL,2022-07-07 01:35:29,65.4167,-52.9,40.86,96,100,1.92
378,Khrebtovaya,RU,2022-07-07 01:35:29,56.7032,104.2494,68.5,57,26,4.81
379,Pokhara,NP,2022-07-07 01:35:20,28.2333,83.9833,77.32,89,64,1.95
380,San Policarpo,PH,2022-07-07 01:35:29,12.1791,125.5072,84.27,70,87,0.54
381,Sabratah,LY,2022-07-07 01:35:29,32.7933,12.4885,83.12,45,0,3.69
382,Deputatskiy,RU,2022-07-07 01:35:30,69.3,139.9,43.36,93,100,3.33
383,Sechura,PE,2022-07-07 01:35:30,-5.5569,-80.8222,64.24,76,3,13.35
384,Grindavik,IS,2022-07-07 01:35:30,63.8424,-22.4338,55.35,100,100,26.46
385,Stonewall,CA,2022-07-07 01:35:31,50.1344,-97.3268,73.71,89,0,6.93
386,Torbay,CA,2022-07-07 01:35:31,47.6666,-52.7314,61.29,90,100,17.27
387,Phalodi,IN,2022-07-07 01:35:31,27.1333,72.3667,88.63,63,43,7.18
388,Roald,NO,2022-07-07 01:35:31,62.5833,6.1333,53.76,93,75,6.91
389,Muroto,JP,2022-07-07 01:35:32,33.2833,134.15,79.39,82,100,7.87
390,Norrtalje,SE,2022-07-07 01:35:32,59.758,18.705,59.85,82,100,6.17
391,Valparaiso,CL,2022-07-07 01:31:36,-33.0393,-71.6273,51.48,83,0,4.61
392,Eastlake,US,2022-07-07 01:35:32,41.6539,-81.4504,72.18,81,0,5.75
393,Redlands,US,2022-07-07 01:35:32,34.0556,-117.1825,90.3,43,0,8.05
394,Nenjiang,CN,2022-07-07 01:35:30,49.1833,125.2167,77.4,57,50,10.96
395,Lao Cai,VN,2022-07-07 01:35:33,22.4833,103.95,86.65,69,9,1.34
396,Beyla,GN,2022-07-07 01:35:33,8.6833,-8.6333,67.1,97,100,2.44
397,Sinegorye,RU,2022-07-07 01:35:33,62.0788,150.477,89.76,37,5,6.04
398,Placido De Castro,BR,2022-07-07 01:35:34,-10.3353,-67.1856,76.06,74,22,2.95
399,Horta,PT,2022-07-07 01:35:34,38.5333,-28.6333,65.34,80,100,13.02
400,Denpasar,ID,2022-07-07 01:35:34,-8.65,115.2167,74.86,88,75,20.71
401,Ketchikan,US,2022-07-07 01:35:34,55.3422,-131.6461,68.47,56,100,14.97
402,Texarkana,US,2022-07-07 01:34:04,33.4251,-94.0477,97.02,44,0,10.36
403,Mankono,CI,2022-07-07 01:35:35,8.0586,-6.1897,70.93,94,99,4.38
404,Ravar,IR,2022-07-07 01:35:35,31.2656,56.8055,81.07,21,2,4.27
405,Kupang,ID,2022-07-07 01:35:35,-10.1667,123.5833,79.36,50,88,8.41
406,Cayenne,GF,2022-07-07 01:35:36,4.9333,-52.3333,82.09,1,0,5.99
407,Nova Londrina,BR,2022-07-07 01:35:36,-22.7658,-52.985,67.3,48,100,7.23
408,Alihe,CN,2022-07-07 01:35:36,50.5667,123.7167,77.88,43,0,11.07
409,Bonthe,SL,2022-07-07 01:35:36,7.5264,-12.505,76.06,87,20,3.87
410,Ohara,JP,2022-07-07 01:35:37,35.25,140.3833,76.1,82,77,14.27
411,Kudahuvadhoo,MV,2022-07-07 01:35:37,2.6708,72.8944,81.37,79,100,4.47
412,Vostok,RU,2022-07-07 01:35:37,46.4856,135.8833,84.27,53,77,2.26
413,Qasigiannguit,GL,2022-07-07 01:35:37,68.8193,-51.1922,41.25,91,100,3.04
414,Inhambane,MZ,2022-07-07 01:35:38,-23.865,35.3833,62.33,77,0,3.18
415,Lasa,IT,2022-07-07 01:36:38,46.6166,10.7002,60.37,90,51,2.86
416,West Plains,US,2022-07-07 01:36:38,36.7281,-91.8524,94.03,57,20,0.0
417,Qinzhou,CN,2022-07-07 01:36:38,21.95,108.6167,82.96,81,99,6.15
418,Shache,CN,2022-07-07 01:36:39,38.4167,77.2406,84.47,21,0,11.34
419,Coihueco,CL,2022-07-07 01:36:39,-36.6167,-71.8333,39.94,93,20,6.91
420,Santa Rosa,PH,2022-07-07 01:36:39,14.3122,121.1114,86.02,78,94,1.54
421,Mar De Espanha,BR,2022-07-07 01:36:40,-21.8672,-43.0097,55.4,62,0,3.65
422,Noumea,NC,2022-07-07 01:36:37,-22.2763,166.4572,87.78,99,96,1.7
423,Sorong,ID,2022-07-07 01:36:40,-0.8833,131.25,76.91,90,100,11.16
424,Mangan,IN,2022-07-07 01:36:40,27.5167,88.5333,83.39,68,3,2.33
425,Alamosa,US,2022-07-07 01:36:41,37.4695,-105.87,60.78,82,75,19.57
426,Galle,LK,2022-07-07 01:36:41,6.0367,80.217,78.93,87,100,10.42
427,Karimpur,IN,2022-07-07 01:36:41,23.9667,88.6167,84.92,78,70,7.31
428,Bud,US,2022-07-07 01:36:41,39.447,-86.1758,83.62,79,69,6.71
429,Colesberg,ZA,2022-07-07 01:36:42,-30.72,25.0972,43.5,73,0,4.16
430,Riyadh,SA,2022-07-07 01:36:42,24.6877,46.7219,86.14,15,100,10.8
431,Zheleznodorozhnyy,RU,2022-07-07 01:36:42,55.7503,38.0042,70.14,92,100,5.66
432,Zhigansk,RU,2022-07-07 01:36:42,66.7697,123.3711,65.34,47,100,9.82
433,Monrovia,LR,2022-07-07 01:36:43,6.3005,-10.7969,76.19,84,27,6.38
434,Hambantota,LK,2022-07-07 01:36:43,6.1241,81.1185,82.74,74,20,9.22
435,Axim,GH,2022-07-07 01:31:54,4.8699,-2.2405,75.6,89,79,7.23
436,Presov,SK,2022-07-07 01:36:43,49.1667,21.25,54.37,94,3,3.56
437,Chodavaram,IN,2022-07-07 01:36:44,17.8333,82.95,82.24,74,97,1.68
438,Moba,CN,2022-07-07 01:36:44,33.2288,105.0179,73.63,62,0,4.76
439,Gornyak,RU,2022-07-07 01:36:44,50.9942,81.4661,68.85,51,57,3.98
440,Champerico,GT,2022-07-07 01:36:44,14.3,-91.9167,76.01,91,99,13.78
441,Boyolangu,ID,2022-07-07 01:36:45,-8.1181,111.8935,79.09,71,37,5.59
442,Narsaq,GL,2022-07-07 01:36:45,60.9167,-46.05,46.62,89,100,2.82
443,Puksoozero,RU,2022-07-07 01:36:45,62.5903,40.6066,57.4,72,98,4.05
444,Jilib,SO,2022-07-07 01:36:45,0.4883,42.7854,73.35,84,56,9.57
445,Hovd,MN,2022-07-07 01:36:46,48.0056,91.6419,65.17,30,0,2.24
446,Ukiah,US,2022-07-07 01:34:24,39.1502,-123.2078,77.43,61,0,9.22
447,Korla,CN,2022-07-07 01:36:46,41.7597,86.1469,83.14,15,6,17.18
448,Nouakchott,MR,2022-07-07 01:36:46,18.0858,-15.9785,75.13,86,7,15.23
449,Baruun-Urt,MN,2022-07-07 01:36:47,46.6806,113.2792,77.04,29,100,10.07
450,Ugoofaaru,MV,2022-07-07 01:36:47,5.6667,73.0,82.96,79,100,16.84
451,Mount Isa,AU,2022-07-07 01:36:47,-20.7333,139.5,64.17,42,0,13.8
452,Vaitape,PF,2022-07-07 01:36:47,-16.5167,-151.75,79.07,65,11,8.23
453,Karasjok,NO,2022-07-07 01:36:48,69.4719,25.5112,51.73,82,71,6.17
454,Taoudenni,ML,2022-07-07 01:36:48,22.6783,-3.9836,97.66,16,24,9.19
455,Hanmer Springs,NZ,2022-07-07 01:36:48,-42.5167,172.8167,45.93,61,100,2.37
456,Mecca,SA,2022-07-07 01:32:07,21.4267,39.8261,85.8,26,100,5.99
457,Atambua,ID,2022-07-07 01:36:48,-9.1061,124.8925,75.78,57,100,1.99
458,Charyshskoye,RU,2022-07-07 01:36:49,51.3978,83.5598,65.64,65,7,2.55
459,Tarko-Sale,RU,2022-07-07 01:36:49,64.9225,77.785,61.75,62,12,10.47
460,Sefophe,BW,2022-07-07 01:36:49,-22.1833,27.9667,54.0,65,0,3.87
461,Sinop,TR,2022-07-07 01:37:50,41.7711,34.8709,61.86,61,0,3.91
462,Jieshi,CN,2022-07-07 01:37:50,22.8134,115.8257,81.88,81,100,7.87
463,Yanam,IN,2022-07-07 01:37:50,16.7333,82.2167,80.53,84,100,6.76
464,Panjab,AF,2022-07-07 01:37:50,34.388,67.0233,64.15,46,100,1.34
465,Nurota,UZ,2022-07-07 01:37:51,40.5614,65.6886,71.82,31,0,3.94
466,Faanui,PF,2022-07-07 01:37:51,-16.4833,-151.75,79.07,65,10,8.25
467,East London,ZA,2022-07-07 01:37:51,-33.0153,27.9116,58.66,73,0,7.07
468,Southbridge,US,2022-07-07 01:34:23,42.0751,-72.0334,70.86,81,41,4.25
469,Henties Bay,NA,2022-07-07 01:37:51,-22.116,14.2845,56.17,82,0,7.87
470,Kafanchan,NG,2022-07-07 01:37:52,9.5833,8.3,67.64,94,82,2.53
471,Cape Coast,GH,2022-07-07 01:37:52,5.1053,-1.2466,75.76,89,91,6.98
472,El Alto,PE,2022-07-07 01:37:52,-4.2714,-81.2147,61.57,85,18,15.03
473,Zirandaro,MX,2022-07-07 01:37:52,18.45,-100.9833,82.2,68,44,3.31
474,Krasnoselkup,RU,2022-07-07 01:37:53,65.7,82.4667,61.43,59,6,11.79
475,Xining,CN,2022-07-07 01:36:15,36.6167,101.7667,73.96,32,5,2.13
476,San Pedro,PH,2022-07-07 01:37:53,14.35,121.0167,85.26,86,100,3.44
477,Syracuse,IT,2022-07-07 01:35:23,37.0881,15.2792,79.32,63,0,4.76
478,Prince Albert,CA,2022-07-07 01:35:57,53.2001,-105.7677,67.95,56,20,3.44
479,Vestmannaeyjar,IS,2022-07-07 01:32:59,63.4427,-20.2734,53.11,96,100,21.3
480,Gamba,GA,2022-07-07 01:37:53,-2.65,10.0,70.18,88,100,5.3
481,Dudinka,RU,2022-07-07 01:37:54,69.4058,86.1778,51.62,62,66,11.95
482,Del Carmen,PH,2022-07-07 01:37:54,9.8694,125.9697,83.68,71,77,4.72
483,Tazovskiy,RU,2022-07-07 01:37:54,67.4667,78.7,52.66,69,98,7.96
484,Ostrovnoy,RU,2022-07-07 01:33:26,68.0531,39.5131,58.89,73,6,10.4
485,Conde,BR,2022-07-07 01:37:54,-7.2597,-34.9075,72.86,94,100,9.22
486,Oshnaviyeh,IR,2022-07-07 01:37:55,37.0397,45.0983,58.51,64,6,3.09
487,Caravelas,BR,2022-07-07 01:37:02,-17.7125,-39.2481,71.85,80,75,4.36
488,Negombo,LK,2022-07-07 01:37:55,7.2083,79.8358,80.65,78,100,3.44
489,Nortelandia,BR,2022-07-07 01:37:55,-14.4547,-56.8028,69.44,50,0,3.51
490,Dubrovytsya,UA,2022-07-07 01:37:56,51.5744,26.565,51.67,96,49,6.06
491,Tangier,MA,2022-07-07 01:37:56,35.7806,-5.8137,67.35,83,0,1.14
492,Quesnel,CA,2022-07-07 01:37:56,52.9999,-122.5029,72.1,46,40,9.22
493,Ahuimanu,US,2022-07-07 01:36:37,21.4447,-157.8378,83.91,66,75,16.11
494,Salina,US,2022-07-07 01:37:56,38.8403,-97.6114,84.33,74,0,14.97
495,Matara,LK,2022-07-07 01:37:57,5.9485,80.5353,78.49,87,100,9.15
496,Bambanglipuro,ID,2022-07-07 01:37:57,-7.95,110.2833,81.12,72,16,9.75
497,Emerald,AU,2022-07-07 01:34:05,-23.5333,148.1667,64.54,52,0,5.75
498,Viedma,AR,2022-07-07 01:37:57,-40.8135,-62.9967,48.18,47,2,19.89
499,Iskateley,RU,2022-07-07 01:37:58,67.6803,53.1512,64.06,75,8,12.71
500,Casas Grandes,MX,2022-07-07 01:37:58,30.3667,-107.95,71.65,57,99,15.3
501,Peno,RU,2022-07-07 01:37:58,56.9262,32.7426,61.52,98,100,4.38
502,Miandrivazo,MG,2022-07-07 01:37:58,-19.5167,45.4667,63.97,72,0,3.06
503,Mineiros,BR,2022-07-07 01:37:59,-17.5694,-52.5511,63.77,40,14,5.99
504,Fort Nelson,CA,2022-07-07 01:37:59,58.8053,-122.7002,76.59,38,75,4.61
505,Pangai,TO,2022-07-07 01:37:20,-19.8,-174.35,78.91,69,20,13.8
506,Presidencia Roque Saenz Pena,AR,2022-07-07 01:37:59,-26.7852,-60.4388,69.26,74,85,2.59
507,Puerto Del Rosario,ES,2022-07-07 01:38:00,28.5004,-13.8627,69.55,78,100,12.66
508,Tarquinia,IT,2022-07-07 01:39:00,42.2482,11.7553,70.9,71,6,4.61
509,Satellite Beach,US,2022-07-07 01:39:00,28.1761,-80.5901,85.01,86,0,4.61
510,Ahipara,NZ,2022-07-07 01:39:00,-35.1667,173.1667,59.65,96,100,11.74
511,Port Said,EG,2022-07-07 01:39:01,31.2565,32.2841,78.78,83,0,3.44
512,Magnolia,US,2022-07-07 01:36:19,33.2671,-93.2393,85.87,70,32,5.86
513,Chongwe,ZM,2022-07-07 01:39:01,-15.3292,28.682,51.15,73,3,2.17
514,Itaituba,BR,2022-07-07 01:39:01,-4.2761,-55.9836,76.57,75,77,1.77
515,Mogadishu,SO,2022-07-07 01:39:02,2.0371,45.3438,75.74,84,73,19.77
516,Mastic Beach,US,2022-07-07 01:38:24,40.7668,-72.8521,78.01,74,0,1.99
517,Salvador,SV,2022-07-07 01:39:02,13.8333,-88.9167,73.8,97,100,2.68
518,Adolfo Lopez Mateos,MX,2022-07-07 01:39:02,28.4667,-107.3,68.94,81,97,7.94
519,Port Augusta,AU,2022-07-07 01:39:02,-32.5,137.7667,58.71,55,20,14.2
520,Pinega,RU,2022-07-07 01:39:03,64.7001,43.3936,61.92,69,97,4.76
521,Nur,PL,2022-07-07 01:39:03,52.6683,22.3221,54.91,79,62,3.02
522,Gladstone,AU,2022-07-07 01:39:03,-23.85,151.25,66.13,55,0,6.91
523,Yeppoon,AU,2022-07-07 01:39:04,-23.1333,150.7333,62.38,55,0,9.8
524,Monywa,MM,2022-07-07 01:39:04,22.1167,95.1333,86.7,65,2,5.73
525,Saldanha,ZA,2022-07-07 01:39:04,-33.0117,17.9442,41.05,85,4,9.26
526,Truckee,US,2022-07-07 01:36:01,39.328,-120.1833,78.15,54,0,12.66
527,San Rafael,AR,2022-07-07 01:38:54,-34.6177,-68.3301,44.08,49,0,10.33
528,Iglino,RU,2022-07-07 01:39:05,54.8324,56.4126,53.69,95,7,5.61
529,Yaan,NG,2022-07-07 01:39:05,7.3833,8.5667,72.86,89,92,3.71
530,Anadyr,RU,2022-07-07 01:39:05,64.75,177.4833,57.7,72,20,11.18
531,Pangkalanbuun,ID,2022-07-07 01:39:05,-2.6833,111.6167,86.0,64,19,2.62
532,Arenal,CO,2022-07-07 01:39:06,8.4593,-73.9433,77.99,89,100,2.39
533,High Rock,BS,2022-07-07 01:39:06,26.6208,-78.2833,82.42,72,85,11.34
534,Odweyne,SO,2022-07-07 01:39:06,9.4092,45.064,68.25,67,12,20.18
535,Ploemeur,FR,2022-07-07 01:39:07,47.7333,-3.4333,61.83,88,0,3.44
536,Batticaloa,LK,2022-07-07 01:37:52,7.7102,81.6924,82.47,69,100,6.49
537,Cabinda,AO,2022-07-07 01:39:07,-5.55,12.2,68.77,87,10,5.93
538,Grand-Santi,GF,2022-07-07 01:39:07,4.25,-54.3833,71.74,99,100,2.35
539,Moissala,TD,2022-07-07 01:39:07,8.3404,17.7663,70.5,90,96,2.46
540,Port Moresby,PG,2022-07-07 01:39:08,-9.4431,147.1797,84.45,69,16,7.45
541,Port Macquarie,AU,2022-07-07 01:39:08,-31.4333,152.9167,64.89,86,100,16.67
542,Mandal,IN,2022-07-07 01:39:08,25.45,74.5667,80.96,75,92,3.36
543,Saint-Joseph,RE,2022-07-07 01:39:09,-21.3667,55.6167,65.21,73,51,11.88
544,Bihoro,JP,2022-07-07 01:39:09,43.8228,144.1044,77.02,73,20,9.22
545,Ilhabela,BR,2022-07-07 01:39:09,-23.7781,-45.3581,67.89,66,82,3.53
546,Balkanabat,TM,2022-07-07 01:39:09,39.5108,54.3671,74.75,31,0,4.34
547,Launceston,AU,2022-07-07 01:39:10,-41.45,147.1667,51.44,88,40,6.91
548,Ouallam,NE,2022-07-07 01:39:10,14.3188,2.0866,90.54,40,27,5.46
549,Vao,NC,2022-07-07 01:39:11,-22.6667,167.4833,75.79,78,99,13.98
550,Vakhrushev,RU,2022-07-07 01:39:11,48.9833,142.9667,62.38,84,88,9.66
551,Suez,EG,2022-07-07 01:39:11,29.9737,32.5263,71.82,77,0,4.92
552,Ushibuka,JP,2022-07-07 01:39:11,32.1906,130.0228,81.68,83,92,6.44
553,Ewo,CG,2022-07-07 01:39:12,-0.8725,14.8206,76.3,59,18,1.23
554,Padang,ID,2022-07-07 01:36:18,-0.9492,100.3543,78.85,65,46,0.92
555,Florence,IT,2022-07-07 01:40:12,43.7667,11.25,76.35,80,0,2.3
556,Morondava,MG,2022-07-07 01:40:12,-20.2833,44.2833,65.21,74,0,7.38
557,Olinda,BR,2022-07-07 01:39:38,-8.0089,-34.8553,78.53,83,75,9.22
558,Aykhal,RU,2022-07-07 01:40:13,66.0,111.5,60.73,53,21,12.73
559,Muisne,EC,2022-07-07 01:40:13,0.6,-80.0333,73.78,85,96,7.34
560,Carlagan,PH,2022-07-07 01:40:13,14.975,122.0456,83.82,79,94,6.8
561,Australind,AU,2022-07-07 01:40:14,-33.2667,115.7167,55.13,72,99,10.02
562,Bilibino,RU,2022-07-07 01:40:14,68.0546,166.4372,52.93,69,91,5.75
563,Hobyo,SO,2022-07-07 01:40:14,5.3505,48.5268,75.96,80,48,24.25
564,Apatity,RU,2022-07-07 01:40:14,67.5641,33.4031,57.56,65,95,3.89
565,Gobabis,NA,2022-07-07 01:40:15,-22.45,18.9667,51.73,41,0,7.92
566,Jiaocheng,CN,2022-07-07 01:40:15,24.6774,116.1389,81.32,87,99,2.89
567,Bethanien,NA,2022-07-07 01:40:15,-26.502,17.1583,49.93,22,0,2.42
