City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
346,Denia,ES,82.74,clear sky,38.8408,0.1057,Hotel Port Dénia
347,Ucluelet,CA,61.11,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
348,Batie,BF,77.58,overcast clouds,9.8833,-2.9167,Auberge SONDAR AFACI
350,Suifenhe,CN,59.67,light rain,44.4,131.1667,Holiday Inn Suifenhe
351,Noumea,NC,75.99,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
353,Samarai,PG,80.96,scattered clouds,-10.6167,150.6667,Nuli Sapi
354,Sinnamary,GF,78.84,scattered clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
355,Makurdi,NG,75.04,light rain,7.7411,8.5121,Doo Palace Hotel
356,Jiuquan,CN,68.97,few clouds,39.7432,98.5174,Jiuquan Hotel
357,Makakilo City,US,84.52,few clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
358,Santa Catarina De Tepehuanes,MX,83.21,broken clouds,25.35,-105.7333,hotel plaza
359,Malabo,GQ,76.03,overcast clouds,3.75,8.7833,Magno Suites Exclusive Hotel & Restaurant
360,Saint Anthony,US,84.52,broken clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
361,Acapulco,MX,86.61,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
362,Cockburn Town,TC,85.96,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
363,Ahmadpur Sial,PK,92.17,scattered clouds,30.6754,71.7483,Madina Gulshan Hotel
364,Porto Santo,PT,68.38,broken clouds,33.072,-16.3415,Hotel Porto Santo & Spa
366,Soyo,AO,71.01,few clouds,-6.1349,12.3689,Hospedaria ndozi'ame
367,Sakakah,SA,89.17,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
368,Holland,US,84.54,clear sky,42.7875,-86.1089,Hampton Inn Holland
369,Smirnykh,RU,59.65,overcast clouds,49.75,142.8333,Tsentral'naya
370,Paris,FR,75.07,clear sky,48.8534,2.3488,Britannique Hotel - Paris Centre
371,Takoradi,GH,75.34,broken clouds,4.8845,-1.7554,Raybow International Hotel
372,Leh,IN,64.96,few clouds,34.1667,77.5833,Hotel Ladakh Greens
373,Kindu,CD,73.85,scattered clouds,-2.95,25.95,Résidence Okanda
376,Mayo,US,85.08,scattered clouds,38.8876,-76.5119,Resorts Resource Group International
377,Saint-Francois,FR,67.44,clear sky,46.4154,3.9054,Manoir Du Bonheur
379,Monrovia,LR,77.09,overcast clouds,6.3005,-10.7969,Sunset Inn
381,Zhigansk,RU,58.19,scattered clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
382,Pergamino,AR,64.18,broken clouds,-33.89,-60.5736,Hotel Fachinat
383,Ust-Nera,RU,73.63,overcast clouds,64.5667,143.2,Hotel Ust-Nera
384,Naze,JP,79.72,clear sky,28.3667,129.4833,Shishime Hotel
386,Chumikan,RU,51.78,overcast clouds,54.7183,135.315,Fortuna
387,Mecca,SA,89.22,broken clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
388,Vestmanna,FO,50.92,drizzle,62.1564,-7.1664,Vestmanna Camping
390,Parry Sound,CA,75.25,broken clouds,45.3501,-80.033,Bayside Inn
391,Komsomolskiy,UZ,77.72,scattered clouds,40.4272,71.7189,Ikathouse
393,Nemuro,JP,59.99,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
394,Carutapera,BR,75.47,broken clouds,-1.195,-46.02,Lidera
395,Pisco,PE,66.25,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
396,Houma,US,84.0,heavy intensity rain,29.5958,-90.7195,Courtyard by Marriott Houma
397,Grand Gaube,MU,70.38,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
398,Kasongo,CD,74.01,clear sky,-4.45,26.6667,Guest Hôtel
399,Hinton,CA,71.64,broken clouds,53.4001,-117.5857,Econo Lodge & Suites
402,Pelym,RU,64.58,scattered clouds,61.0108,61.9978,Obshchezhitiye Pelymskogo Lpumg
403,Ulaangom,MN,61.05,scattered clouds,49.9811,92.0667,Achit Nuur Hotel & Restaurant
404,Sioux Lookout,CA,77.07,broken clouds,50.1001,-91.917,Knobby's Fly-In Camps
405,Kuching,MY,77.22,few clouds,1.55,110.3333,Hilton Kuching
407,Cururupu,BR,76.89,broken clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
408,Broome,US,81.18,clear sky,42.2506,-75.833,Chenango Valley State Park
409,Petropavlovsk-Kamchatskiy,RU,72.19,scattered clouds,53.0452,158.6483,The Hotel Petropavlovsky
410,Pokhara,NP,71.67,overcast clouds,28.2333,83.9833,OYO 170 Hotel View Point
411,Vila Franca Do Campo,PT,70.2,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
413,Liverpool,GB,66.15,clear sky,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
414,Atasu,KZ,61.68,broken clouds,48.6814,71.6433,Dostyk
415,Roma,US,80.73,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
416,Mehamn,NO,53.55,clear sky,71.0357,27.8492,Mehamn Arctic Hotel AS
417,Xining,CN,62.62,overcast clouds,36.6167,101.7667,Super Leisure Hotel
422,Qinhuangdao,CN,68.83,clear sky,39.9317,119.5883,Qinhuangdao Peninsula Seasons Hotel And Apartment
423,Copiapo,CL,56.89,clear sky,-27.3667,-70.3333,Antay Casino Hotel
424,Dingle,PH,76.15,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
425,Arcachon,FR,80.65,clear sky,44.5875,-1.0519,Hôtel All Suites Le Teich
426,Tutzing,DE,58.78,broken clouds,47.9094,11.2803,Marina Hotel am Starnberger See
427,Kununurra,AU,48.18,clear sky,-15.7667,128.7333,Hotel Kununurra
428,Riohacha,CO,87.91,few clouds,11.5444,-72.9072,Hotel Taroa
429,Artyom,AZ,69.94,clear sky,40.4723,50.333,Pir hos
430,Saint-Georges,GD,83.88,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
431,Dolores,AR,57.31,light rain,-36.3132,-57.6792,Apart Hotel - Arianos
432,Miandrivazo,MG,66.36,clear sky,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
433,Tiarei,PF,80.62,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
434,San Rafael Del Sur,NI,85.05,overcast clouds,11.8485,-86.4384,Hospedaje El Chino
435,Pimentel,PE,68.29,broken clouds,-6.8367,-79.9342,Hotel Puerto del Sol
436,Burgas,BG,71.71,overcast clouds,42.5061,27.4678,Хотел „Опера“
437,Cap-Aux-Meules,CA,66.25,clear sky,47.3821,-61.8597,Auberge Madeli
438,Sioux City,US,90.99,clear sky,42.5,-96.4003,Hilton Garden Inn Sioux City Riverfront
439,Santa Rosa,PH,83.01,scattered clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
440,Calama,CL,66.69,clear sky,-22.4667,-68.9333,Park Hotel Calama
441,Murray Bridge,AU,56.12,overcast clouds,-35.1167,139.2667,Balcony On Sixth Lodge
442,Lagoa,PT,67.77,few clouds,39.05,-27.9833,Casa Das Faias
443,Varadero,CU,84.43,scattered clouds,23.1536,-81.2514,Hotel Tuxpan Varadero
444,Klaksvik,FO,52.72,overcast clouds,62.2266,-6.589,Airbnb rooms
445,Altay,CN,58.89,few clouds,47.8667,88.1167,Jinqiao Hotel
446,Fredericksburg,US,82.02,clear sky,38.3032,-77.4605,Courtyard by Marriott Fredericksburg Historic District
447,Nenjiang,CN,60.93,overcast clouds,49.1833,125.2167,Nenjiang Apartment
449,Port Shepstone,ZA,63.75,clear sky,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
450,Nome,US,69.12,clear sky,64.5011,-165.4064,Dredge 7 Inn
451,Ust-Ishim,RU,65.5,overcast clouds,57.6935,71.1665,"Velichko T.p., Gostinitsa"
452,Charcas,MX,81.34,broken clouds,23.1333,-101.1167,Hotel El Malacate
453,Horadiz,AZ,77.54,clear sky,39.4488,47.3353,Horadiz Olympic Center
454,Calatayud,ES,80.49,clear sky,41.3535,-1.6432,Globales Castillo de Ayud
455,Vao,NC,76.24,scattered clouds,-22.6667,167.4833,Hotel Kou-Bugny
456,Akmene,LT,52.88,broken clouds,56.25,22.75,Sodyba
458,Kirensk,RU,58.44,overcast clouds,57.7853,108.1119,Kirenskiy Plos
459,Anqing,CN,83.16,overcast clouds,30.5092,117.0506,Hongtian Hotel
460,Bakel,SN,94.86,broken clouds,14.905,-12.4568,Ablaye Diallo Bakel
461,Esso,RU,75.67,clear sky,55.9333,158.7,Paramushir Tur
462,Knysna,ZA,56.64,light rain,-34.0363,23.0471,Protea Hotel by Marriott Knysna Quays
463,Ponta Delgada,PT,70.5,broken clouds,37.7333,-25.6667,Vila Nova Hotel
464,Seddon,AU,48.87,clear sky,-37.8068,144.8916,Footscray Motor Inn
465,Tondano,ID,69.89,broken clouds,1.3038,124.9112,Villa Bella
467,Burgeo,CA,59.77,few clouds,47.6167,-57.6152,Gillett's Motel
468,Mujiayingzi,CN,66.92,clear sky,42.1167,118.7833,Jinjiang Hotel
470,Auki,SB,79.07,broken clouds,-8.7676,160.7034,Auki Motel
471,Ixtapa,MX,89.22,few clouds,20.7,-105.2,hotel la terminal
473,Oranjestad,AW,85.95,scattered clouds,12.524,-70.027,Divi Village Golf & Beach Resort
474,Tsabong,BW,51.66,clear sky,-26.0217,22.401,Springbok Motel
475,Tura,IN,74.8,broken clouds,25.5198,90.2201,Hotel RIKMAN Continental
477,Cape Canaveral,US,90.07,thunderstorm,28.4058,-80.6048,Residence Inn by Marriott Cape Canaveral Cocoa Beach
478,Ariquemes,BR,90.84,few clouds,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
479,Port Blair,IN,81.54,heavy intensity rain,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
480,Victoria Point,AU,53.35,scattered clouds,-27.5833,153.3,Bay Retreat Motel
481,Amarante,BR,84.07,scattered clouds,-6.2411,-42.8547,Hotel Pousada Velho Monge
482,Sola,VU,81.52,few clouds,-13.8833,167.55,Leumerus Bungalows
484,Caohai,CN,57.7,clear sky,26.8661,104.2841,Jinhua Hotel
485,Quibdo,CO,86.34,broken clouds,5.6947,-76.6611,Domus Goval Hotel Quibdó
486,Markova,UA,51.44,broken clouds,48.6758,24.4138,Vas.VOM
487,Mokolo,CM,73.78,overcast clouds,10.7398,13.8019,Diwa Hôtel
488,Sao Filipe,CV,73.98,few clouds,14.8961,-24.4956,Hotel Xaguate
489,Changtu,CN,64.15,scattered clouds,42.7788,124.0955,Ming Yang Inn
490,Severo-Kurilsk,RU,60.91,overcast clouds,50.6789,156.125,Kak Doma
491,Paragominas,BR,78.49,clear sky,-2.9667,-47.4833,INOVA
492,Shimoda,JP,75.11,clear sky,34.6667,138.95,Shimoda Tokyu Hotel
493,Nyurba,RU,57.78,scattered clouds,63.2842,118.3319,"Гостиница ""Comfort"""
494,Seoul,KR,76.44,clear sky,37.5683,126.9778,Lotte Hotel Seoul
495,Kaeo,NZ,58.32,light rain,-35.1,173.7833,Bushido Lodge
496,Tabas,IR,89.71,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
497,Saint-Joseph,RE,63.21,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
499,Izobilnyy,RU,79.92,broken clouds,45.3741,41.7121,Verano Novo B&B
500,Faya,SA,69.91,broken clouds,18.3851,42.4509,املاك خالد الشعشوع
501,Bikaner,IN,83.43,overcast clouds,28.0167,73.3,The Laxmi Niwas Palace
502,Severodvinsk,RU,62.71,broken clouds,64.5635,39.8302,Park Hotel
503,Cremona,IT,79.61,clear sky,45.2333,9.9333,Pensione S.Giorgio
504,Vardo,NO,49.98,light intensity drizzle,70.3705,31.1107,Vardø Hotel AS
505,Eirunepe,BR,80.2,overcast clouds,-6.6603,-69.8736,Hotel novo Acre & Comercial Aguiar
506,Deputatskiy,RU,58.33,overcast clouds,69.3,139.9,Baza Otdykha
507,Sistranda,NO,49.96,overcast clouds,63.7256,8.834,Hotell Frøya
508,Billings,US,87.67,scattered clouds,45.7833,-108.5007,Best Western Plus Clocktower Inn
509,Zyryanovsk,KZ,56.41,scattered clouds,49.7386,84.2719,Гостиница «ЭВЕРЕСТ»
511,Lasa,IT,65.28,clear sky,46.6166,10.7002,Pension Feldgärtenhof
512,Zaysan,KZ,63.05,clear sky,47.4667,84.8667,Ерлан үй
513,Semey,KZ,68.09,broken clouds,50.4111,80.2275,Grand Hotel Semey
514,Takaka,NZ,51.57,moderate rain,-40.85,172.8,Golden Bay Motels
515,Yeppoon,AU,47.98,clear sky,-23.1333,150.7333,Villa Mar Colina
516,Lar,IN,90.03,scattered clouds,26.2039,83.9717,Ovaiskarni ward Lar
517,Zhanakorgan,KZ,76.44,clear sky,43.9098,67.2495,"""Ақпалас"" қонақ үйі"
518,Ahipara,NZ,56.7,light rain,-35.1667,173.1667,Ahipara Holiday Park
519,Skjervoy,NO,55.4,broken clouds,70.0311,20.9714,Skjervøy fiskecamp AS
520,Kargasok,RU,58.41,scattered clouds,59.0556,80.8572,Hotel Kargasok
521,Bambous Virieux,MU,70.21,scattered clouds,-20.3428,57.7575,Casa Tia Villa
523,Coari,BR,83.05,broken clouds,-4.085,-63.1414,Dellrey Hotel Center
524,Nola,IT,77.41,clear sky,40.922,14.5329,Palazzo Giordano Bruno
525,Ilulissat,GL,38.17,scattered clouds,69.2167,-51.1,Hotel Arctic
526,Ketchikan,US,55.87,mist,55.3422,-131.6461,Snow's Cove Lodge
527,Bhatkal,IN,78.19,light rain,13.9667,74.5667,Nilawar Palace
528,Tromso,NO,53.62,broken clouds,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
529,Lata,PT,63.81,clear sky,40.1629,-8.3327,Casa Maquia
530,Ilhabela,BR,69.04,broken clouds,-23.7781,-45.3581,Ilha Flat Hotel
533,Chipata,ZM,57.34,scattered clouds,-13.6333,32.65,Protea Hotel by Marriott Chipata
534,Batemans Bay,AU,49.1,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
535,Mandalgovi,MN,64.63,overcast clouds,45.7625,106.2708,В.Ганбат
536,Sheridan,US,90.3,clear sky,44.8333,-106.9173,Comfort Inn & Suites
537,Concepcion Del Uruguay,AR,75.97,clear sky,-32.4825,-58.2372,Aires del Campo Cabañas y Hotel
538,General Pico,AR,57.47,broken clouds,-35.6566,-63.7568,Euskadi Hotel
539,Yongan,CN,63.91,broken clouds,39.6957,113.6871,Beiyue International Hotel
540,Aleppo,SY,72.75,clear sky,36.25,37.5,أمل دوريش
541,Pangkalanbuun,ID,74.05,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
542,Komatipoort,ZA,64.08,clear sky,-25.4332,31.9548,Kruger View Backpackers
544,Nirsa,IN,82.49,few clouds,23.7833,86.7167,Sri Dadi Bhavan
545,Havoysund,NO,52.03,overcast clouds,70.9963,24.6622,Arctic View Glamping & Restaurant
546,Ajdabiya,LY,78.03,clear sky,30.7554,20.2263,Almadina Hotel
547,Dubbo,AU,35.73,few clouds,-32.25,148.6167,Quality Inn Dubbo International
548,Maningrida,AU,56.52,broken clouds,-12.0667,134.2667,Dhukurrdji Lodge
549,Esmeraldas,BR,70.84,clear sky,-19.7625,-44.3139,Forasteiro Pousada
550,Iqaluit,CA,51.53,few clouds,63.7506,-68.5145,Frobisher Inn
551,Denpasar,ID,80.26,scattered clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
552,Singapore,SG,77.2,broken clouds,1.2897,103.8501,The Fullerton Hotel Singapore
553,Hobyo,SO,76.42,overcast clouds,5.3505,48.5268,Iftin hotel hobyo
558,Moratuwa,LK,80.62,overcast clouds,6.773,79.8816,Sa Mansion By Yoho
559,Srivardhan,IN,80.15,overcast clouds,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
560,Cacoal,BR,91.33,scattered clouds,-11.4386,-61.4472,Hotel BR 364
561,Praya,CV,77.54,broken clouds,14.9215,-23.5087,LT Aparthotel
563,Dunedin,NZ,41.81,broken clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
565,Shiraz,IR,89.04,broken clouds,29.6036,52.5388,Shams Hotel
567,Russell,US,90.68,broken clouds,32.3502,-85.1999,Macs
568,Mexico,PH,82.11,scattered clouds,15.0646,120.7198,stone place
569,Kijang,KR,76.73,light rain,35.2442,129.2139,Samyang Beach Villa
570,Turukhansk,RU,45.03,overcast clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
571,Hay River,CA,71.56,broken clouds,60.8156,-115.7999,Ptarmigan Inn
572,Oistins,BB,86.09,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
573,Grindavik,IS,53.55,light intensity drizzle,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
574,Bairiki,KI,80.6,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
575,Richards Bay,ZA,64.08,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
576,Pointe Michel,DM,86.94,scattered clouds,15.25,-61.3833,Castle Comfort Lodge Dive Dominica
577,Vanimo,PG,75.96,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
578,Ystad,SE,57.94,scattered clouds,55.4297,13.8204,Continental du Sud
579,Coxim,BR,86.09,broken clouds,-18.5067,-54.76,Hotel Avenida
580,Majene,ID,78.13,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
581,Itarema,BR,78.19,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
582,Grand-Santi,GF,76.68,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
583,Baillif,GP,85.5,broken clouds,16.0202,-61.7463,Hôtel Saint-Georges
584,Duluth,US,81.18,clear sky,46.7833,-92.1066,South Pier Inn
585,Palafrugell,ES,76.35,clear sky,41.9174,3.1631,Hotel La Torre
586,Joensuu,FI,61.29,light rain,62.6012,29.7632,Original Sokos Hotel Kimmel
587,Mahibadhoo,MV,81.91,overcast clouds,3.7833,72.9667,Omadhoo Inn
588,Katobu,ID,73.47,broken clouds,-4.9408,122.5276,La Ode Husein
590,Oyama,JP,82.58,clear sky,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
591,Ocampo,MX,79.84,broken clouds,21.65,-101.5,Hotel Estancia del Vaquero
592,Kizukuri,JP,69.94,overcast clouds,40.8061,140.3861,Kashiwa Roman-sō
593,Sri Aman,MY,75.25,broken clouds,1.2376,111.4621,Seri Simanggang Hotel
594,Yanam,IN,76.53,light rain,16.7333,82.2167,The Regency Hotel
595,Riberalta,BO,93.4,scattered clouds,-10.9833,-66.1,Hotel Colonial
596,Nhulunbuy,AU,68.61,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
597,La Paz,BO,60.78,broken clouds,-16.5,-68.15,Hotel Presidente
598,Praia Da Vitoria,PT,68.76,broken clouds,38.7333,-27.0667,Hotel Branco I
599,Belem De Sao Francisco,BR,78.42,scattered clouds,-8.7539,-38.9658,Village Hotel
600,Berezovyy,RU,67.6,clear sky,51.6667,135.7,"Hotel ""Phoenix"""
601,Kyshtovka,RU,64.56,scattered clouds,56.555,76.6271,Uyutnaya Mini-Hotel
602,Narsaq,GL,46.09,clear sky,60.9167,-46.05,Sleep In Narsaq
605,Sussex,US,85.24,clear sky,41.1834,-74.6663,Top O Hill Farm - McDougals
606,Paita,PE,66.61,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
607,Gboko,NG,73.9,broken clouds,7.3179,8.9951,Mavillah Apartment and Suites
608,Ginda,IN,67.19,overcast clouds,30.6945,78.4932,Sunil Bisht
609,Tarko-Sale,RU,56.37,few clouds,64.9225,77.785,Yubileynaya
610,Concepcion Del Oro,MX,82.09,few clouds,24.6333,-101.4167,Hotel Hacienda San Javier
611,Ratnagiri,IN,79.81,moderate rain,16.9833,73.3,Hotel Landmark
613,Bud,US,87.67,clear sky,39.447,-86.1758,Ted McQuinn Trust
614,Minsk,BY,58.75,overcast clouds,53.9,27.5667,Minsk Hotel
615,Port Lincoln,AU,54.05,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
616,Roald,NO,57.76,light rain,62.5833,6.1333,Flem Cabins
617,Rio Grande,BR,73.51,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
621,Anyama,CI,77.81,broken clouds,5.4946,-4.0518,Hotel la Residence des Hotes
622,Mancio Lima,BR,80.67,broken clouds,-7.6142,-72.8958,Motel Asas Do Desejo
623,Bay Roberts,CA,67.75,clear sky,47.5999,-53.2648,Stonewall Inn
625,Pochutla,MX,91.81,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
626,Wanning,CN,80.04,overcast clouds,18.8003,110.3967,Paradise Hotel
627,Robertsport,LR,77.4,light rain,6.7533,-11.3686,Kwepunha Retreat
628,Strezhevoy,RU,58.48,clear sky,60.7333,77.5889,Sibiryachka
631,Kathmandu,NP,71.82,broken clouds,27.7167,85.3167,Hotel Shanker Kathmandu
632,Loandjili,CG,70.39,broken clouds,-4.7561,11.8578,Résidence ARCHANGE
633,Starodub,RU,61.16,moderate rain,52.5844,32.7633,Apartment Kvartal on Gagarina
634,Xam Nua,LA,67.08,broken clouds,20.4197,104.0439,Xee Wang Guesthouse
635,Gat,IL,78.82,few clouds,31.61,34.7642,OlusHome
636,Bogale,MM,75.7,overcast clouds,16.2833,95.4,Aung Pin Lel Guest House
638,Najran,SA,84.85,light rain,17.4924,44.1277,محمد هادي ال فطيح
639,Buin,CL,48.74,moderate rain,-33.7333,-70.75,Paihuen
640,Pilar,BR,76.93,clear sky,-9.5972,-35.9567,Pousada e churrascaria Manguaba
642,Muravlenko,RU,58.48,few clouds,63.7898,74.523,Hostel Rus Muravlenko
643,Mashhad,IR,75.34,clear sky,36.297,59.6062,Khanye Sabz Hotel
646,Kalmunai,LK,83.14,overcast clouds,7.4167,81.8167,VS Villa
648,Kefamenanu,ID,67.57,overcast clouds,-9.4467,124.4781,Sokowindo Losmen
649,Qasigiannguit,GL,37.42,overcast clouds,68.8193,-51.1922,Almost HOME
650,Grand-Lahou,CI,75.6,broken clouds,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
651,Krasnoselkup,RU,53.78,light rain,65.7,82.4667,Krasnosel'kupnefteprodukt
652,Karpogory,RU,62.71,broken clouds,64.0019,44.4451,Hotel Pinezhskaya Sloboda
653,Teruel,ES,69.01,clear sky,40.6667,-0.6667,La Parra
654,Kashira,RU,65.52,scattered clouds,54.8444,38.1669,"Гостиница Кашира, номер с кухней и ванной от 2500 руб. квартира на сутки Кашира."
655,Guane,CU,77.61,overcast clouds,22.2025,-84.0875,base de Campismo LosPortales de Guane
656,Podporozhye,RU,58.37,broken clouds,60.9112,34.1706,U Maksimycha
657,Yinchuan,CN,80.2,overcast clouds,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
659,Tagusao,PH,79.39,overcast clouds,9.1924,117.8141,Caycay future beach resort
660,Merrill,US,80.37,broken clouds,45.1805,-89.6835,Prairie Motel
661,Parrita,CR,78.28,overcast clouds,9.5201,-84.3225,Beso del Viento
662,Surt,LY,79.09,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
663,Tiksi,RU,50.07,clear sky,71.6872,128.8694,Arktika
665,Pacific Grove,US,80.38,few clouds,36.6177,-121.9166,Lovers Point Inn
667,Hibbing,US,77.58,clear sky,47.4272,-92.9377,Mitchell-Tappan House - Carriage House Rentals
668,Soltsy,RU,56.66,scattered clouds,58.1239,30.3238,Otel'-Soltsy
669,Gravdal,NO,51.69,scattered clouds,68.1214,13.5031,Skreda Rorbusuiter
670,Xai-Xai,MZ,65.12,clear sky,-25.0519,33.6442,Complexo da Familia
671,Alingsas,SE,58.51,scattered clouds,57.9303,12.5335,Grand Hotel Alingsås
672,Irbeyskoye,RU,55.49,scattered clouds,55.6428,95.4522,"Gostinitsa ""Agul"""
674,Aguimes,ES,83.03,clear sky,27.9054,-15.4461,Hotel Villa de Aguimes
675,Vavuniya,LK,78.26,broken clouds,8.7514,80.4971,Thampa Hotel
676,Dhidhdhoo,MV,81.1,overcast clouds,6.8833,73.1,Dhidhoo beach
677,Lengshuijiang,CN,78.48,clear sky,27.6881,111.4294,Sheraton
678,Sao Jose Da Coroa Grande,BR,75.43,clear sky,-8.8978,-35.1478,Crôa Mares Hotel
679,Sabanagrande,CO,86.09,scattered clouds,10.7912,-74.7606,Malecón Ecoturistico Sabanagrande
681,Ewa Beach,US,83.98,overcast clouds,21.3156,-158.0072,Base Lodging
683,Matay,EG,85.01,clear sky,28.419,30.7792,Nag Aespen
684,Sabang,ID,82.53,light rain,5.8933,95.3214,Hotel Citra
685,Makungu,TZ,52.74,clear sky,-8.7333,35.2833,Complex
686,Jiblah,YE,69.58,overcast clouds,13.9216,44.1467,Tiger Tower Hotel
687,Dzaoudzi,YT,69.69,clear sky,-12.7887,45.2699,Le Rocher
688,Lembang,ID,58.1,scattered clouds,-6.8117,107.6175,Imah Seniman
689,Wittingen,DE,59.0,clear sky,52.7269,10.7361,Piep Landgasthaus Übernachtungsservice
690,Valparaiso,CL,53.47,light intensity shower rain,-33.0393,-71.6273,Hotel Ultramar
691,Kahta,TR,76.37,clear sky,37.7855,38.6237,KommageneİZ Hotel
692,Namibe,AO,63.41,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
693,Benghazi,LY,78.53,clear sky,32.1167,20.0667,Tibesti Hotel
694,San Andres,CO,82.42,light intensity drizzle,12.5847,-81.7006,Hotel Arena Blanca
696,Nantucket,US,75.31,clear sky,41.2835,-70.0995,Jared Coffin House
