City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Denia,ES,38.8408,0.1057,82.74,68,0,4.0,clear sky
347,Ucluelet,CA,48.9329,-125.5528,61.11,92,100,4.63,overcast clouds
348,Batie,BF,9.8833,-2.9167,77.58,76,100,5.37,overcast clouds
349,Werda,BW,-25.2667,23.2833,51.04,39,0,9.19,clear sky
350,Suifenhe,CN,44.4,131.1667,59.67,97,100,1.32,light rain
351,Noumea,NC,-22.2763,166.4572,75.99,99,61,4.9,broken clouds
352,Luderitz,NA,-26.6481,15.1594,56.41,75,0,11.92,clear sky
353,Samarai,PG,-10.6167,150.6667,80.96,73,34,11.41,scattered clouds
354,Sinnamary,GF,5.3833,-52.95,78.84,86,43,8.86,scattered clouds
355,Makurdi,NG,7.7411,8.5121,75.04,93,83,4.32,light rain
356,Jiuquan,CN,39.7432,98.5174,68.97,55,22,1.54,few clouds
357,Makakilo City,US,21.3469,-158.0858,84.52,54,20,17.27,few clouds
358,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,83.21,32,82,11.07,broken clouds
359,Malabo,GQ,3.75,8.7833,76.03,85,88,10.42,overcast clouds
360,Saint Anthony,US,45.0205,-93.218,84.52,70,75,16.11,broken clouds
361,Acapulco,MX,16.8634,-99.8901,86.61,68,18,8.32,few clouds
362,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,17.27,scattered clouds
363,Ahmadpur Sial,PK,30.6754,71.7483,92.17,56,42,5.64,scattered clouds
364,Porto Santo,PT,33.072,-16.3415,68.38,83,75,19.57,broken clouds
365,Avera,US,33.194,-82.5271,87.31,62,93,6.62,light rain
366,Soyo,AO,-6.1349,12.3689,71.01,87,20,6.33,few clouds
367,Sakakah,SA,29.9697,40.2064,89.17,17,0,12.01,clear sky
368,Holland,US,42.7875,-86.1089,84.54,48,0,6.91,clear sky
369,Smirnykh,RU,49.75,142.8333,59.65,78,100,2.39,overcast clouds
370,Paris,FR,48.8534,2.3488,75.07,54,0,13.8,clear sky
371,Takoradi,GH,4.8845,-1.7554,75.34,85,53,8.1,broken clouds
372,Leh,IN,34.1667,77.5833,64.96,52,20,7.09,few clouds
373,Kindu,CD,-2.95,25.95,73.85,41,36,0.63,scattered clouds
374,Kamenka,RU,51.3223,42.7678,72.21,52,58,14.74,broken clouds
375,Malyye Derbety,RU,47.9547,44.6808,81.03,27,1,9.93,clear sky
376,Mayo,US,38.8876,-76.5119,85.08,67,40,5.75,scattered clouds
377,Saint-Francois,FR,46.4154,3.9054,67.44,60,0,1.14,clear sky
378,Egvekinot,RU,66.3167,-179.1667,42.55,89,100,5.39,overcast clouds
379,Monrovia,LR,6.3005,-10.7969,77.09,77,100,11.65,overcast clouds
380,Beloha,MG,-25.1667,45.05,65.43,60,0,7.99,clear sky
381,Zhigansk,RU,66.7697,123.3711,58.19,65,39,9.13,scattered clouds
382,Pergamino,AR,-33.89,-60.5736,64.18,53,70,11.81,broken clouds
383,Ust-Nera,RU,64.5667,143.2,73.63,59,100,4.5,overcast clouds
384,Naze,JP,28.3667,129.4833,79.72,90,8,6.85,clear sky
385,Bumbuna,SL,9.05,-11.7333,71.55,99,75,2.84,light rain
386,Chumikan,RU,54.7183,135.315,51.78,100,100,4.27,overcast clouds
387,Mecca,SA,21.4267,39.8261,89.22,21,75,2.55,broken clouds
388,Vestmanna,FO,62.1564,-7.1664,50.92,100,100,10.36,drizzle
389,Kidal,ML,18.4411,1.4078,98.4,15,49,4.9,scattered clouds
390,Parry Sound,CA,45.3501,-80.033,75.25,43,51,7.81,broken clouds
391,Komsomolskiy,UZ,40.4272,71.7189,77.72,36,44,4.61,scattered clouds
392,Marrakesh,MA,31.6315,-8.0083,100.47,16,40,9.22,scattered clouds
393,Nemuro,JP,43.3236,145.575,59.99,99,100,10.98,overcast clouds
394,Carutapera,BR,-1.195,-46.02,75.47,92,78,7.78,broken clouds
395,Pisco,PE,-13.7,-76.2167,66.25,68,0,17.27,clear sky
396,Houma,US,29.5958,-90.7195,84.0,100,100,8.05,heavy intensity rain
397,Grand Gaube,MU,-20.0064,57.6608,70.38,67,95,8.01,overcast clouds
398,Kasongo,CD,-4.45,26.6667,74.01,39,9,3.33,clear sky
399,Hinton,CA,53.4001,-117.5857,71.64,29,67,10.02,broken clouds
400,Malinovskiy,RU,61.1953,62.8397,65.5,61,68,5.17,broken clouds
401,Opuwo,NA,-18.0607,13.84,59.34,39,0,5.21,clear sky
402,Pelym,RU,61.0108,61.9978,64.58,63,28,5.3,scattered clouds
403,Ulaangom,MN,49.9811,92.0667,61.05,50,25,4.32,scattered clouds
404,Sioux Lookout,CA,50.1001,-91.917,77.07,83,75,8.05,broken clouds
405,Kuching,MY,1.55,110.3333,77.22,100,20,2.3,few clouds
406,Maposeni,TZ,-10.5833,35.4,60.12,69,70,2.66,broken clouds
407,Cururupu,BR,-1.8283,-44.8683,76.89,84,76,3.4,broken clouds
408,Broome,US,42.2506,-75.833,81.18,39,0,5.01,clear sky
409,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,72.19,78,40,4.47,scattered clouds
410,Pokhara,NP,28.2333,83.9833,71.67,86,90,4.16,overcast clouds
411,Vila Franca Do Campo,PT,37.7167,-25.4333,70.2,77,31,5.28,scattered clouds
412,Sangar,RU,63.9242,127.4739,57.25,83,100,1.7,light rain
413,Liverpool,GB,53.4106,-2.9779,66.15,87,0,8.05,clear sky
414,Atasu,KZ,48.6814,71.6433,61.68,73,64,9.78,broken clouds
415,Roma,US,43.2128,-75.4557,80.73,39,0,3.0,clear sky
416,Mehamn,NO,71.0357,27.8492,53.55,87,0,4.61,clear sky
417,Xining,CN,36.6167,101.7667,62.62,92,100,2.62,overcast clouds
418,Oranjemund,NA,-28.55,16.4333,54.14,89,0,3.4,clear sky
419,Borogontsy,RU,62.6683,131.1683,66.31,99,100,5.39,light rain
420,Filingue,NE,14.3521,3.3168,89.73,42,99,7.52,overcast clouds
421,Albacete,ES,38.8333,-2.0,81.19,36,0,11.5,clear sky
422,Qinhuangdao,CN,39.9317,119.5883,68.83,83,0,4.03,clear sky
423,Copiapo,CL,-27.3667,-70.3333,56.89,53,1,6.53,clear sky
424,Dingle,PH,10.9995,122.6711,76.15,92,99,5.39,overcast clouds
425,Arcachon,FR,44.5875,-1.0519,80.65,41,0,9.22,clear sky
426,Tutzing,DE,47.9094,11.2803,58.78,81,54,0.0,broken clouds
427,Kununurra,AU,-15.7667,128.7333,48.18,76,8,0.0,clear sky
428,Riohacha,CO,11.5444,-72.9072,87.91,70,20,13.8,few clouds
429,Artyom,AZ,40.4723,50.333,69.94,61,0,5.79,clear sky
430,Saint-Georges,GD,12.0564,-61.7485,83.88,74,20,17.27,few clouds
431,Dolores,AR,-36.3132,-57.6792,57.31,90,100,7.58,light rain
432,Miandrivazo,MG,-19.5167,45.4667,66.36,54,0,3.78,clear sky
433,Tiarei,PF,-17.5333,-149.3333,80.62,78,57,20.49,light rain
434,San Rafael Del Sur,NI,11.8485,-86.4384,85.05,68,92,11.48,overcast clouds
435,Pimentel,PE,-6.8367,-79.9342,68.29,68,75,8.05,broken clouds
436,Burgas,BG,42.5061,27.4678,71.71,56,95,4.61,overcast clouds
437,Cap-Aux-Meules,CA,47.3821,-61.8597,66.25,55,0,13.8,clear sky
438,Sioux City,US,42.5,-96.4003,90.99,55,0,21.85,clear sky
439,Santa Rosa,PH,14.3122,121.1114,83.01,82,40,3.2,scattered clouds
440,Calama,CL,-22.4667,-68.9333,66.69,12,0,23.02,clear sky
441,Murray Bridge,AU,-35.1167,139.2667,56.12,58,96,9.04,overcast clouds
442,Lagoa,PT,39.05,-27.9833,67.77,73,22,5.97,few clouds
443,Varadero,CU,23.1536,-81.2514,84.43,69,29,11.03,scattered clouds
444,Klaksvik,FO,62.2266,-6.589,52.72,93,88,22.66,overcast clouds
445,Altay,CN,47.8667,88.1167,58.89,61,12,6.69,few clouds
446,Fredericksburg,US,38.3032,-77.4605,82.02,65,0,4.61,clear sky
447,Nenjiang,CN,49.1833,125.2167,60.93,94,99,8.14,overcast clouds
448,Kolyvan,RU,55.3053,82.7391,64.02,79,43,3.27,scattered clouds
449,Port Shepstone,ZA,-30.7414,30.455,63.75,87,9,9.78,clear sky
450,Nome,US,64.5011,-165.4064,69.12,59,0,10.36,clear sky
451,Ust-Ishim,RU,57.6935,71.1665,65.5,92,86,5.75,overcast clouds
452,Charcas,MX,23.1333,-101.1167,81.34,27,61,13.82,broken clouds
453,Horadiz,AZ,39.4488,47.3353,77.54,47,0,4.05,clear sky
454,Calatayud,ES,41.3535,-1.6432,80.49,32,0,5.3,clear sky
455,Vao,NC,-22.6667,167.4833,76.24,80,38,22.79,scattered clouds
456,Akmene,LT,56.25,22.75,52.88,89,70,4.99,broken clouds
457,Kardailovo,RU,51.5386,53.9042,68.27,68,3,7.34,clear sky
458,Kirensk,RU,57.7853,108.1119,58.44,75,94,2.98,overcast clouds
459,Anqing,CN,30.5092,117.0506,83.16,81,100,3.83,overcast clouds
460,Bakel,SN,14.905,-12.4568,94.86,43,64,4.88,broken clouds
461,Esso,RU,55.9333,158.7,75.67,57,0,1.23,clear sky
462,Knysna,ZA,-34.0363,23.0471,56.64,85,96,15.23,light rain
463,Ponta Delgada,PT,37.7333,-25.6667,70.5,82,75,8.05,broken clouds
464,Seddon,AU,-37.8068,144.8916,48.87,81,0,16.11,clear sky
465,Tondano,ID,1.3038,124.9112,69.89,96,84,4.05,broken clouds
466,Bonfim,BR,3.0833,-59.95,85.46,67,89,3.36,overcast clouds
467,Burgeo,CA,47.6167,-57.6152,59.77,76,12,21.09,few clouds
468,Mujiayingzi,CN,42.1167,118.7833,66.92,73,0,4.99,clear sky
469,Arman,RU,59.7,150.1667,63.48,70,76,3.56,broken clouds
470,Auki,SB,-8.7676,160.7034,79.07,79,71,3.36,broken clouds
471,Ixtapa,MX,20.7,-105.2,89.22,76,18,5.99,few clouds
472,Panguna,PG,-6.3164,155.4848,70.84,86,85,1.77,overcast clouds
473,Oranjestad,AW,12.524,-70.027,85.95,70,40,20.71,scattered clouds
474,Tsabong,BW,-26.0217,22.401,51.66,50,0,7.99,clear sky
475,Tura,IN,25.5198,90.2201,74.8,95,80,4.61,broken clouds
476,Novikovo,RU,51.1537,37.8879,75.18,44,100,10.76,overcast clouds
477,Cape Canaveral,US,28.4058,-80.6048,90.07,76,40,13.8,thunderstorm
478,Ariquemes,BR,-9.9133,-63.0408,90.84,37,11,1.01,few clouds
479,Port Blair,IN,11.6667,92.75,81.54,83,100,20.31,heavy intensity rain
480,Victoria Point,AU,-27.5833,153.3,53.35,76,43,1.01,scattered clouds
481,Amarante,BR,-6.2411,-42.8547,84.07,44,41,9.86,scattered clouds
482,Sola,VU,-13.8833,167.55,81.52,70,14,13.04,few clouds
483,Walvis Bay,NA,-22.9575,14.5053,56.08,82,0,8.05,clear sky
484,Caohai,CN,26.8661,104.2841,57.7,97,7,6.85,clear sky
485,Quibdo,CO,5.6947,-76.6611,86.34,70,75,8.05,broken clouds
486,Markova,UA,48.6758,24.4138,51.44,92,84,5.3,broken clouds
487,Mokolo,CM,10.7398,13.8019,73.78,80,96,3.62,overcast clouds
488,Sao Filipe,CV,14.8961,-24.4956,73.98,84,24,6.76,few clouds
489,Changtu,CN,42.7788,124.0955,64.15,89,26,5.28,scattered clouds
490,Severo-Kurilsk,RU,50.6789,156.125,60.91,74,100,5.68,overcast clouds
491,Paragominas,BR,-2.9667,-47.4833,78.49,67,1,3.51,clear sky
492,Shimoda,JP,34.6667,138.95,75.11,85,1,2.51,clear sky
493,Nyurba,RU,63.2842,118.3319,57.78,91,25,0.69,scattered clouds
494,Seoul,KR,37.5683,126.9778,76.44,80,0,4.61,clear sky
495,Kaeo,NZ,-35.1,173.7833,58.32,97,100,7.85,light rain
496,Tabas,IR,33.5959,56.9244,89.71,14,0,4.79,clear sky
497,Saint-Joseph,RE,-21.3667,55.6167,63.21,73,17,14.03,few clouds
498,Shubarshi,KZ,48.5872,57.1869,73.71,42,10,8.66,clear sky
499,Izobilnyy,RU,45.3741,41.7121,79.92,38,84,4.5,broken clouds
500,Faya,SA,18.3851,42.4509,69.91,45,84,0.63,broken clouds
501,Bikaner,IN,28.0167,73.3,83.43,74,92,9.08,overcast clouds
502,Severodvinsk,RU,64.5635,39.8302,62.71,76,80,6.89,broken clouds
503,Cremona,IT,45.2333,9.9333,79.61,42,5,9.01,clear sky
504,Vardo,NO,70.3705,31.1107,49.98,100,75,4.61,light intensity drizzle
505,Eirunepe,BR,-6.6603,-69.8736,80.2,84,87,2.75,overcast clouds
506,Deputatskiy,RU,69.3,139.9,58.33,60,100,2.3,overcast clouds
507,Sistranda,NO,63.7256,8.834,49.96,72,96,3.76,overcast clouds
508,Billings,US,45.7833,-108.5007,87.67,26,40,8.05,scattered clouds
509,Zyryanovsk,KZ,49.7386,84.2719,56.41,86,34,2.15,scattered clouds
510,Azanka,RU,58.0401,64.7893,66.61,83,99,4.54,overcast clouds
511,Lasa,IT,46.6166,10.7002,65.28,81,6,6.26,clear sky
512,Zaysan,KZ,47.4667,84.8667,63.05,51,10,6.2,clear sky
513,Semey,KZ,50.4111,80.2275,68.09,62,58,7.07,broken clouds
514,Takaka,NZ,-40.85,172.8,51.57,90,100,6.42,moderate rain
515,Yeppoon,AU,-23.1333,150.7333,47.98,70,0,4.59,clear sky
516,Lar,IN,26.2039,83.9717,90.03,55,25,10.02,scattered clouds
517,Zhanakorgan,KZ,43.9098,67.2495,76.44,33,0,8.23,clear sky
518,Ahipara,NZ,-35.1667,173.1667,56.7,92,100,7.92,light rain
519,Skjervoy,NO,70.0311,20.9714,55.4,87,60,4.52,broken clouds
520,Kargasok,RU,59.0556,80.8572,58.41,68,48,6.46,scattered clouds
521,Bambous Virieux,MU,-20.3428,57.7575,70.21,64,40,17.27,scattered clouds
522,Gao,ML,16.6362,1.637,96.1,26,59,8.59,broken clouds
523,Coari,BR,-4.085,-63.1414,83.05,74,59,2.37,broken clouds
524,Nola,IT,40.922,14.5329,77.41,63,0,3.98,clear sky
525,Ilulissat,GL,69.2167,-51.1,38.17,85,42,4.18,scattered clouds
526,Ketchikan,US,55.3422,-131.6461,55.87,94,100,20.71,mist
527,Bhatkal,IN,13.9667,74.5667,78.19,86,100,18.61,light rain
528,Tromso,NO,69.6496,18.957,53.62,82,75,6.91,broken clouds
529,Lata,PT,40.1629,-8.3327,63.81,72,1,3.42,clear sky
530,Ilhabela,BR,-23.7781,-45.3581,69.04,80,68,5.68,broken clouds
531,Ures,MX,29.4333,-110.4,105.75,21,7,7.92,clear sky
532,Izhma,RU,65.0083,53.9113,61.79,60,48,4.41,scattered clouds
533,Chipata,ZM,-13.6333,32.65,57.34,63,32,5.1,scattered clouds
534,Batemans Bay,AU,-35.7167,150.1833,49.1,85,93,5.21,overcast clouds
535,Mandalgovi,MN,45.7625,106.2708,64.63,58,98,7.65,overcast clouds
536,Sheridan,US,44.8333,-106.9173,90.3,24,0,1.99,clear sky
537,Concepcion Del Uruguay,AR,-32.4825,-58.2372,75.97,69,0,3.0,clear sky
538,General Pico,AR,-35.6566,-63.7568,57.47,25,70,10.0,broken clouds
539,Yongan,CN,39.6957,113.6871,63.91,63,77,6.4,broken clouds
540,Aleppo,SY,36.25,37.5,72.75,75,0,17.9,clear sky
541,Pangkalanbuun,ID,-2.6833,111.6167,74.05,97,100,2.01,overcast clouds
542,Komatipoort,ZA,-25.4332,31.9548,64.08,46,0,5.48,clear sky
543,Witu,KE,-2.3889,40.4382,73.56,74,0,15.37,clear sky
544,Nirsa,IN,23.7833,86.7167,82.49,78,14,5.28,few clouds
545,Havoysund,NO,70.9963,24.6622,52.03,81,98,9.04,overcast clouds
546,Ajdabiya,LY,30.7554,20.2263,78.03,57,0,16.78,clear sky
547,Dubbo,AU,-32.25,148.6167,35.73,100,15,11.5,few clouds
548,Maningrida,AU,-12.0667,134.2667,56.52,92,66,10.31,broken clouds
549,Esmeraldas,BR,-19.7625,-44.3139,70.84,48,6,7.52,clear sky
550,Iqaluit,CA,63.7506,-68.5145,51.53,66,20,4.61,few clouds
551,Denpasar,ID,-8.65,115.2167,80.26,88,40,14.97,scattered clouds
552,Singapore,SG,1.2897,103.8501,77.2,90,75,2.3,broken clouds
553,Hobyo,SO,5.3505,48.5268,76.42,79,100,22.97,overcast clouds
554,Henties Bay,NA,-22.116,14.2845,54.57,89,0,8.03,clear sky
555,Ban Nahin,LA,18.2418,104.2122,74.44,99,76,1.63,broken clouds
556,Rehoboth,NA,-23.3167,17.0833,42.94,32,0,5.06,clear sky
557,Almaznyy,RU,48.0448,40.045,78.89,41,100,7.81,overcast clouds
558,Moratuwa,LK,6.773,79.8816,80.62,85,100,15.23,overcast clouds
559,Srivardhan,IN,18.0333,73.0167,80.15,86,100,19.53,overcast clouds
560,Cacoal,BR,-11.4386,-61.4472,91.33,34,25,3.69,scattered clouds
561,Praya,CV,14.9215,-23.5087,77.54,78,75,10.36,broken clouds
562,Svetlaya,RU,46.5389,138.3297,63.55,94,100,9.01,overcast clouds
563,Dunedin,NZ,-45.8742,170.5036,41.81,77,69,3.0,broken clouds
564,Kesova Gora,RU,57.5836,37.2922,61.74,97,97,7.45,light rain
565,Shiraz,IR,29.6036,52.5388,89.04,23,75,4.61,broken clouds
566,Youkounkoun,GN,12.5333,-13.1333,79.03,85,67,5.66,broken clouds
567,Russell,US,32.3502,-85.1999,90.68,55,75,4.61,broken clouds
568,Mexico,PH,15.0646,120.7198,82.11,92,25,1.23,scattered clouds
569,Kijang,KR,35.2442,129.2139,76.73,88,100,1.74,light rain
570,Turukhansk,RU,65.8167,87.9833,45.03,70,87,6.35,overcast clouds
571,Hay River,CA,60.8156,-115.7999,71.56,60,75,6.91,broken clouds
572,Oistins,BB,13.0667,-59.5333,86.09,70,20,20.71,few clouds
573,Grindavik,IS,63.8424,-22.4338,53.55,100,100,12.66,light intensity drizzle
574,Bairiki,KI,1.3292,172.9752,80.6,89,40,14.97,scattered clouds
575,Richards Bay,ZA,-28.783,32.0377,64.08,55,0,6.22,clear sky
576,Pointe Michel,DM,15.25,-61.3833,86.94,62,40,5.75,scattered clouds
577,Vanimo,PG,-2.6741,141.3028,75.96,88,96,4.59,overcast clouds
578,Ystad,SE,55.4297,13.8204,57.94,66,39,12.93,scattered clouds
579,Coxim,BR,-18.5067,-54.76,86.09,24,52,6.58,broken clouds
580,Majene,ID,-3.5403,118.9707,78.13,87,100,8.48,overcast clouds
581,Itarema,BR,-2.9248,-39.9167,78.19,80,44,12.35,scattered clouds
582,Grand-Santi,GF,4.25,-54.3833,76.68,95,96,3.18,overcast clouds
583,Baillif,GP,16.0202,-61.7463,85.5,78,80,17.22,broken clouds
584,Duluth,US,46.7833,-92.1066,81.18,70,0,17.27,clear sky
585,Palafrugell,ES,41.9174,3.1631,76.35,49,0,8.25,clear sky
586,Joensuu,FI,62.6012,29.7632,61.29,94,100,2.3,light rain
587,Mahibadhoo,MV,3.7833,72.9667,81.91,76,98,12.3,overcast clouds
588,Katobu,ID,-4.9408,122.5276,73.47,91,72,4.03,broken clouds
589,Great Bend,US,38.3645,-98.7648,101.03,32,0,16.11,clear sky
590,Oyama,JP,36.3,139.8,82.58,74,5,1.32,clear sky
591,Ocampo,MX,21.65,-101.5,79.84,24,61,11.88,broken clouds
592,Kizukuri,JP,40.8061,140.3861,69.94,86,100,3.56,overcast clouds
593,Sri Aman,MY,1.2376,111.4621,75.25,100,83,0.0,broken clouds
594,Yanam,IN,16.7333,82.2167,76.53,85,100,12.68,light rain
595,Riberalta,BO,-10.9833,-66.1,93.4,49,40,11.5,scattered clouds
596,Nhulunbuy,AU,-12.2333,136.7667,68.61,83,40,6.91,scattered clouds
597,La Paz,BO,-16.5,-68.15,60.78,21,75,16.11,broken clouds
598,Praia Da Vitoria,PT,38.7333,-27.0667,68.76,73,75,7.76,broken clouds
599,Belem De Sao Francisco,BR,-8.7539,-38.9658,78.42,52,44,19.69,scattered clouds
600,Berezovyy,RU,51.6667,135.7,67.6,77,1,2.37,clear sky
601,Kyshtovka,RU,56.555,76.6271,64.56,94,25,6.93,scattered clouds
602,Narsaq,GL,60.9167,-46.05,46.09,79,9,6.46,clear sky
603,Disna,BY,55.568,28.1971,54.88,85,99,4.85,overcast clouds
604,Mortka,RU,59.3322,66.0214,66.06,84,26,5.53,scattered clouds
605,Sussex,US,41.1834,-74.6663,85.24,41,0,1.01,clear sky
606,Paita,PE,-5.0892,-81.1144,66.61,73,54,17.56,broken clouds
607,Gboko,NG,7.3179,8.9951,73.9,91,66,5.79,broken clouds
608,Ginda,IN,30.6945,78.4932,67.19,87,100,1.43,overcast clouds
609,Tarko-Sale,RU,64.9225,77.785,56.37,81,19,12.44,few clouds
610,Concepcion Del Oro,MX,24.6333,-101.4167,82.09,20,23,4.99,few clouds
611,Ratnagiri,IN,16.9833,73.3,79.81,83,100,20.85,moderate rain
612,Ouegoa,NC,-20.35,164.4333,77.09,83,5,5.79,clear sky
613,Bud,US,39.447,-86.1758,87.67,44,0,6.38,clear sky
614,Minsk,BY,53.9,27.5667,58.75,87,100,5.86,overcast clouds
615,Port Lincoln,AU,-34.7333,135.8667,54.05,52,96,13.67,overcast clouds
616,Roald,NO,62.5833,6.1333,57.76,82,75,2.3,light rain
617,Rio Grande,BR,-32.035,-52.0986,73.51,85,90,11.41,overcast clouds
618,Arti,RU,56.4234,58.5328,62.11,88,81,2.86,broken clouds
619,Saint-Louis,SN,16.3333,-15.0,78.44,46,14,16.73,few clouds
620,Tres Palos,MX,18.1833,-101.6167,89.98,54,67,2.75,broken clouds
621,Anyama,CI,5.4946,-4.0518,77.81,79,72,5.14,broken clouds
622,Mancio Lima,BR,-7.6142,-72.8958,80.67,89,75,5.75,broken clouds
623,Bay Roberts,CA,47.5999,-53.2648,67.75,58,0,13.0,clear sky
624,Rio Cauto,CU,20.5603,-76.9161,90.57,53,99,7.18,overcast clouds
625,Pochutla,MX,15.7432,-96.4661,91.81,62,100,6.22,overcast clouds
626,Wanning,CN,18.8003,110.3967,80.04,92,87,7.74,overcast clouds
627,Robertsport,LR,6.7533,-11.3686,77.4,80,98,13.98,light rain
628,Strezhevoy,RU,60.7333,77.5889,58.48,70,10,4.52,clear sky
629,Evensk,RU,61.95,159.2333,61.54,62,6,2.37,clear sky
630,Soavinandriana,MG,-19.1667,46.7333,43.95,87,1,5.53,clear sky
631,Kathmandu,NP,27.7167,85.3167,71.82,88,75,3.44,broken clouds
632,Loandjili,CG,-4.7561,11.8578,70.39,83,67,5.1,broken clouds
633,Starodub,RU,52.5844,32.7633,61.16,96,100,3.13,moderate rain
634,Xam Nua,LA,20.4197,104.0439,67.08,99,69,1.07,broken clouds
635,Gat,IL,31.61,34.7642,78.82,100,12,4.99,few clouds
636,Bogale,MM,16.2833,95.4,75.7,97,100,5.73,overcast clouds
637,Verkhnyaya Inta,RU,65.9811,60.3094,56.46,67,49,6.42,scattered clouds
638,Najran,SA,17.4924,44.1277,84.85,28,100,7.05,light rain
639,Buin,CL,-33.7333,-70.75,48.74,94,100,2.53,moderate rain
640,Pilar,BR,-9.5972,-35.9567,76.93,93,7,5.12,clear sky
641,Aykhal,RU,66.0,111.5,60.44,52,100,6.89,overcast clouds
642,Muravlenko,RU,63.7898,74.523,58.48,67,12,10.56,few clouds
643,Mashhad,IR,36.297,59.6062,75.34,33,0,4.61,clear sky
644,Micheweni,TZ,-4.9667,39.8333,74.34,78,0,13.38,light rain
645,Agadez,NE,19.75,10.25,90.07,17,13,2.37,few clouds
646,Kalmunai,LK,7.4167,81.8167,83.14,63,100,5.61,overcast clouds
647,Gazojak,TM,41.1875,61.4036,79.86,30,0,13.04,clear sky
648,Kefamenanu,ID,-9.4467,124.4781,67.57,92,97,4.45,overcast clouds
649,Qasigiannguit,GL,68.8193,-51.1922,37.42,88,88,3.83,overcast clouds
650,Grand-Lahou,CI,5.1367,-5.0242,75.6,79,84,7.36,broken clouds
651,Krasnoselkup,RU,65.7,82.4667,53.78,82,88,7.76,light rain
652,Karpogory,RU,64.0019,44.4451,62.71,66,67,5.66,broken clouds
653,Teruel,ES,40.6667,-0.6667,69.01,49,1,6.71,clear sky
654,Kashira,RU,54.8444,38.1669,65.52,76,50,7.67,scattered clouds
655,Guane,CU,22.2025,-84.0875,77.61,86,93,6.64,overcast clouds
656,Podporozhye,RU,60.9112,34.1706,58.37,99,80,1.01,broken clouds
657,Yinchuan,CN,38.4681,106.2731,80.2,45,100,8.46,overcast clouds
658,Cerritos,US,33.8583,-118.0648,100.38,60,20,10.36,few clouds
659,Tagusao,PH,9.1924,117.8141,79.39,85,100,15.97,overcast clouds
660,Merrill,US,45.1805,-89.6835,80.37,83,75,0.0,broken clouds
661,Parrita,CR,9.5201,-84.3225,78.28,88,98,2.37,overcast clouds
662,Surt,LY,31.2089,16.5887,79.09,66,0,14.16,clear sky
663,Tiksi,RU,71.6872,128.8694,50.07,74,9,8.34,clear sky
664,Belaya Gora,RU,68.5333,146.4167,60.46,57,100,4.59,overcast clouds
665,Pacific Grove,US,36.6177,-121.9166,80.38,82,20,9.22,few clouds
666,Saint-Augustin,CA,51.226,-58.6502,62.15,55,83,6.13,broken clouds
667,Hibbing,US,47.4272,-92.9377,77.58,42,0,9.22,clear sky
668,Soltsy,RU,58.1239,30.3238,56.66,95,45,2.59,scattered clouds
669,Gravdal,NO,68.1214,13.5031,51.69,87,40,3.44,scattered clouds
670,Xai-Xai,MZ,-25.0519,33.6442,65.12,63,0,11.48,clear sky
671,Alingsas,SE,57.9303,12.5335,58.51,73,30,6.71,scattered clouds
672,Irbeyskoye,RU,55.6428,95.4522,55.49,94,50,4.59,scattered clouds
673,Baykit,RU,61.67,96.37,47.35,95,0,4.32,clear sky
674,Aguimes,ES,27.9054,-15.4461,83.03,30,0,31.07,clear sky
675,Vavuniya,LK,8.7514,80.4971,78.26,79,80,6.73,broken clouds
676,Dhidhdhoo,MV,6.8833,73.1,81.1,81,100,16.51,overcast clouds
677,Lengshuijiang,CN,27.6881,111.4294,78.48,92,0,3.53,clear sky
678,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.43,80,3,10.58,clear sky
679,Sabanagrande,CO,10.7912,-74.7606,86.09,74,40,6.91,scattered clouds
680,Teya,RU,60.3778,92.6267,48.49,94,1,4.0,clear sky
681,Ewa Beach,US,21.3156,-158.0072,83.98,57,100,17.0,overcast clouds
682,Luba,GQ,3.4568,8.5547,75.69,85,76,9.06,broken clouds
683,Matay,EG,28.419,30.7792,85.01,41,2,16.58,clear sky
684,Sabang,ID,5.8933,95.3214,82.53,78,100,24.7,light rain
685,Makungu,TZ,-8.7333,35.2833,52.74,86,0,2.82,clear sky
686,Jiblah,YE,13.9216,44.1467,69.58,55,100,1.72,overcast clouds
687,Dzaoudzi,YT,-12.7887,45.2699,69.69,78,0,0.0,clear sky
688,Lembang,ID,-6.8117,107.6175,58.1,90,48,4.14,scattered clouds
689,Wittingen,DE,52.7269,10.7361,59.0,78,5,7.76,clear sky
690,Valparaiso,CL,-33.0393,-71.6273,53.47,94,100,6.91,light intensity shower rain
691,Kahta,TR,37.7855,38.6237,76.37,57,0,3.31,clear sky
692,Namibe,AO,-15.1961,12.1522,63.41,87,5,0.85,clear sky
693,Benghazi,LY,32.1167,20.0667,78.53,64,0,15.03,clear sky
694,San Andres,CO,12.5847,-81.7006,82.42,89,100,12.66,light intensity drizzle
695,Arteaga,MX,18.4667,-102.4167,80.04,60,58,1.66,broken clouds
696,Nantucket,US,41.2835,-70.0995,75.31,78,0,8.68,clear sky
